"V1"	"V2"	"V3"	"V4"
"5942"	"chr9"	"34582300"	"34599303"	"16226616"
"5943"	"chr9"	"34582300"	"34599303"	"16226645"
"5944"	"chr9"	"34629512"	"34643989"	"16228367"
"5945"	"chr9"	"34977636"	"34982636"	"16233860"
"5946"	"chr9"	"34977636"	"34982636"	"16233861"
"5947"	"chr9"	"34977636"	"34982636"	"16233862"
"5948"	"chr9"	"34977636"	"34982636"	"16233868"
"5949"	"chr9"	"35039534"	"35044534"	"16234739"
"5950"	"chr9"	"35039534"	"35044534"	"16234740"
"5951"	"chr9"	"35039534"	"35044534"	"16234750"
"5952"	"chr9"	"35039534"	"35044534"	"16234754"
"5953"	"chr9"	"35112093"	"35124274"	"16236757"
"5954"	"chr9"	"35561833"	"35566833"	"16240646"
"5955"	"chr9"	"35655252"	"35670865"	"16242085"
"5956"	"chr9"	"35784930"	"35799763"	"16245299"
"5957"	"chr9"	"35784930"	"35799763"	"16245300"
"5958"	"chr9"	"35812777"	"35818054"	"16246369"
"5959"	"chr9"	"35812777"	"35818054"	"16246370"
"5960"	"chr9"	"35812777"	"35818054"	"16246373"
"5961"	"chr9"	"35826694"	"35847625"	"16247455"
"5962"	"chr9"	"35826694"	"35847625"	"16247456"
"5963"	"chr9"	"35826694"	"35847625"	"16247459"
"5964"	"chr9"	"35826694"	"35847625"	"16247461"
"5965"	"chr9"	"36188219"	"36193219"	"16250051"
"5966"	"chr9"	"36188219"	"36193219"	"16250063"
"5967"	"chr9"	"36188219"	"36193219"	"16250082"
"5968"	"chr9"	"36188219"	"36193219"	"16250088"
"5969"	"chr9"	"36188219"	"36193219"	"16250089"
"5970"	"chr9"	"36188219"	"36193219"	"16250092"
"5971"	"chr9"	"36188219"	"36193219"	"16250093"
"5972"	"chr9"	"36188219"	"36193219"	"16250094"
"5973"	"chr9"	"36188219"	"36193219"	"16250102"
"5974"	"chr9"	"36568928"	"36576493"	"16252376"
"5975"	"chr9"	"37666094"	"37671094"	"16255696"
"5976"	"chr9"	"37815135"	"37826293"	"16257166"
"5977"	"chr9"	"38419198"	"38424198"	"16260439"
"5978"	"chr9"	"71389003"	"71399003"	"16265279"
"5979"	"chr9"	"71389003"	"71399003"	"16265315"
"5980"	"chr9"	"71389003"	"71399003"	"16265329"
"5981"	"chr9"	"71389003"	"71399003"	"16265331"
"5982"	"chr9"	"71389003"	"71399003"	"16265333"
"5983"	"chr9"	"71731953"	"71737290"	"16267630"
"5984"	"chr9"	"72433640"	"72439593"	"16273119"
"5985"	"chr9"	"75694982"	"75704865"	"16282518"
"5986"	"chr9"	"75694982"	"75704865"	"16282583"
"5987"	"chr9"	"77561981"	"77566981"	"16288672"
"5988"	"chr9"	"77638744"	"77643744"	"16290198"
"5989"	"chr9"	"80908762"	"80913762"	"16307833"
"5990"	"chr9"	"80908762"	"80913762"	"16307834"
"5991"	"chr9"	"86061478"	"86066478"	"16324642"
"5992"	"chr9"	"86061478"	"86066478"	"16324645"
"5993"	"chr9"	"86236677"	"86247242"	"16327348"
"5994"	"chr9"	"86581354"	"86586354"	"16329484"
"5995"	"chr9"	"89556131"	"89561131"	"16339980"
"5996"	"chr9"	"91604508"	"91609508"	"16351979"
"5997"	"chr9"	"91604508"	"91609508"	"16351980"
"5998"	"chr9"	"91604508"	"91609508"	"16351981"
"5999"	"chr9"	"91604508"	"91609508"	"16351982"
"6000"	"chr9"	"91604508"	"91609508"	"16352004"
"6001"	"chr9"	"91604508"	"91609508"	"16352087"
"6002"	"chr9"	"94708014"	"94714256"	"16364124"
"6003"	"chr9"	"94708014"	"94714256"	"16364133"
"6004"	"chr9"	"94708014"	"94714256"	"16364158"
"6005"	"chr9"	"96327070"	"96332070"	"16374159"
"6006"	"chr9"	"99379444"	"99404241"	"16395063"
"6007"	"chr9"	"99379444"	"99404241"	"16395105"
"6008"	"chr9"	"99379444"	"99404241"	"16395107"
"6009"	"chr9"	"99379444"	"99404241"	"16395110"
"6010"	"chr9"	"99379444"	"99404241"	"16395111"
"6011"	"chr9"	"99379444"	"99404241"	"16395112"
"6012"	"chr9"	"100613576"	"100620506"	"16403468"
"6013"	"chr9"	"100613576"	"100620506"	"16403469"
"6014"	"chr9"	"104294460"	"104299460"	"16431348"
"6015"	"chr9"	"104294460"	"104299460"	"16431349"
"6016"	"chr9"	"104294460"	"104299460"	"16431350"
"6017"	"chr9"	"104294460"	"104299460"	"16431351"
"6018"	"chr9"	"104294460"	"104299460"	"16431352"
"6019"	"chr9"	"104294460"	"104299460"	"16431353"
"6020"	"chr9"	"104294460"	"104299460"	"16431355"
"6021"	"chr9"	"104294460"	"104299460"	"16431362"
"6022"	"chr9"	"108002667"	"108009938"	"16453551"
"6023"	"chr9"	"109682596"	"109687596"	"16461725"
"6024"	"chr9"	"111770037"	"111776135"	"16471602"
"6025"	"chr9"	"112072211"	"112084228"	"16475786"
"6026"	"chr9"	"112072211"	"112084228"	"16475788"
"6027"	"chr9"	"112072211"	"112084228"	"16475789"
"6028"	"chr9"	"112072211"	"112084228"	"16475790"
"6029"	"chr9"	"112072211"	"112084228"	"16475793"
"6030"	"chr9"	"112072211"	"112084228"	"16475794"
"6031"	"chr9"	"112072211"	"112084228"	"16475795"
"6032"	"chr9"	"112072211"	"112084228"	"16475798"
"6033"	"chr9"	"112072211"	"112084228"	"16475802"
"6034"	"chr9"	"112072211"	"112084228"	"16475803"
"6035"	"chr9"	"112072211"	"112084228"	"16475804"
"6036"	"chr9"	"112072211"	"112084228"	"16475805"
"6037"	"chr9"	"112072211"	"112084228"	"16475806"
"6038"	"chr9"	"112072211"	"112084228"	"16475807"
"6039"	"chr9"	"112072211"	"112084228"	"16475808"
"6040"	"chr9"	"112072211"	"112084228"	"16475809"
"6041"	"chr9"	"112072211"	"112084228"	"16475818"
"6042"	"chr9"	"112260322"	"112265322"	"16477534"
"6043"	"chr9"	"114284094"	"114289094"	"16492496"
"6044"	"chr9"	"115508238"	"115513238"	"16503233"
"6045"	"chr9"	"115508238"	"115513238"	"16503351"
"6046"	"chr9"	"115817552"	"115856112"	"16505484"
"6047"	"chr9"	"116062479"	"116067479"	"16508513"
"6048"	"chr9"	"116098678"	"116103678"	"16510074"
"6049"	"chr9"	"116170724"	"116175724"	"16514820"
"6050"	"chr9"	"116170724"	"116175724"	"16514822"
"6051"	"chr9"	"116170724"	"116175724"	"16514824"
"6052"	"chr9"	"116170724"	"116175724"	"16514825"
"6053"	"chr9"	"116170724"	"116175724"	"16514826"
"6054"	"chr9"	"116170724"	"116175724"	"16514827"
"6055"	"chr9"	"116170724"	"116175724"	"16514828"
"6056"	"chr9"	"116170724"	"116175724"	"16514836"
"6057"	"chr9"	"116170724"	"116175724"	"16514837"
"6058"	"chr9"	"116170724"	"116175724"	"16514840"
"6059"	"chr9"	"116170724"	"116175724"	"16514844"
"6060"	"chr9"	"116352814"	"116357814"	"16515802"
"6061"	"chr9"	"116835895"	"116841173"	"16518561"
"6062"	"chr9"	"117370925"	"117382039"	"16524564"
"6063"	"chr9"	"117370925"	"117382039"	"16524565"
"6064"	"chr9"	"117370925"	"117382039"	"16524588"
"6065"	"chr9"	"117398220"	"117420478"	"16525524"
"6066"	"chr9"	"120172080"	"120179546"	"16546139"
"6067"	"chr9"	"120172080"	"120179546"	"16546202"
"6068"	"chr9"	"120172080"	"120179546"	"16546222"
"6069"	"chr9"	"120172080"	"120179546"	"16546234"
"6070"	"chr9"	"120172080"	"120179546"	"16546242"
"6071"	"chr9"	"120172080"	"120179546"	"16546245"
"6072"	"chr9"	"120172080"	"120179546"	"16546279"
"6073"	"chr9"	"120465822"	"120471080"	"16548615"
"6074"	"chr9"	"120465822"	"120471080"	"16548616"
"6075"	"chr9"	"120465822"	"120471080"	"16548618"
"6076"	"chr9"	"120465822"	"120471080"	"16548619"
"6077"	"chr9"	"120465822"	"120471080"	"16548620"
"6078"	"chr9"	"120465822"	"120471080"	"16548621"
"6079"	"chr9"	"120465822"	"120471080"	"16548622"
"6080"	"chr9"	"120465822"	"120471080"	"16548623"
"6081"	"chr9"	"122255324"	"122260324"	"16556561"
"6082"	"chr9"	"123590631"	"123595807"	"16562205"
"6083"	"chr9"	"124850414"	"124859829"	"16571244"
"6084"	"chr9"	"125010208"	"125015208"	"16573355"
"6085"	"chr9"	"125024546"	"125029546"	"16574529"
"6086"	"chr9"	"125024546"	"125029546"	"16574556"
"6087"	"chr9"	"125024546"	"125029546"	"16574557"
"6088"	"chr9"	"125271068"	"125281160"	"16576951"
"6089"	"chr9"	"125312780"	"125317780"	"16579496"
"6090"	"chr9"	"125550451"	"125555451"	"16585336"
"6091"	"chr9"	"125550451"	"125555451"	"16585390"
"6092"	"chr9"	"125553577"	"125565494"	"16585887"
"6093"	"chr9"	"125553577"	"125565494"	"16585961"
"6094"	"chr9"	"125852112"	"125857112"	"16591936"
"6095"	"chr9"	"125852112"	"125857112"	"16591939"
"6096"	"chr9"	"127615006"	"127632883"	"16603105"
"6097"	"chr9"	"127900774"	"127910427"	"16604381"
"6098"	"chr9"	"127998500"	"128016866"	"16606206"
"6099"	"chr9"	"130102244"	"130107302"	"16615419"
"6100"	"chr9"	"130114929"	"130120163"	"16615851"
"6101"	"chr9"	"130332896"	"130342818"	"16617582"
"6102"	"chr9"	"130332896"	"130342818"	"16617584"
"6103"	"chr9"	"130462452"	"130476588"	"16618091"
"6104"	"chr9"	"130462452"	"130476588"	"16618111"
"6105"	"chr9"	"130474942"	"130479942"	"16618347"
"6106"	"chr9"	"131338506"	"131343506"	"16622387"
"6107"	"chr9"	"131474504"	"131488219"	"16622855"
"6108"	"chr9"	"131544132"	"131550923"	"16623533"
"6109"	"chr9"	"131639594"	"131651501"	"16625288"
"6110"	"chr9"	"131639594"	"131651501"	"16625291"
"6111"	"chr9"	"131679351"	"131685097"	"16625964"
"6112"	"chr9"	"132906180"	"132912015"	"16631254"
"6113"	"chr9"	"132906180"	"132912015"	"16631255"
"6114"	"chr9"	"133042212"	"133052694"	"16632102"
"6115"	"chr9"	"133042212"	"133052694"	"16632103"
"6116"	"chr9"	"133271947"	"133277059"	"16632694"
"6117"	"chr9"	"133487740"	"133496071"	"16634030"
"6118"	"chr9"	"133494902"	"133499902"	"16634031"
"6119"	"chr9"	"133881851"	"133886851"	"16636789"
"6120"	"chr9"	"134376491"	"134389071"	"16638368"
"6121"	"chr9"	"134388392"	"134393392"	"16638709"
"6122"	"chr9"	"134603139"	"134612861"	"16640095"
"6123"	"chr9"	"135277028"	"135282897"	"16642627"
"6124"	"chr9"	"135543564"	"135548564"	"16644554"
"6125"	"chr9"	"135543564"	"135548564"	"16644558"
"6126"	"chr9"	"135752465"	"135758044"	"16645481"
"6127"	"chr9"	"135752465"	"135758044"	"16645482"
"6128"	"chr9"	"135835132"	"135846138"	"16647277"
"6129"	"chr9"	"135835132"	"135846138"	"16647324"
"6130"	"chr9"	"135835132"	"135846138"	"16647374"
"6131"	"chr9"	"135835132"	"135846138"	"16647380"
"6132"	"chr9"	"135835132"	"135846138"	"16647381"
"6133"	"chr9"	"135835132"	"135846138"	"16647383"
"6134"	"chr9"	"135835132"	"135846138"	"16647384"
"6135"	"chr9"	"135835132"	"135846138"	"16647385"
"6136"	"chr9"	"136240582"	"136245582"	"16650009"
"6137"	"chr9"	"136847063"	"136858310"	"16653119"
"6138"	"chr9"	"136847063"	"136858310"	"16654034"
"6139"	"chr9"	"136913782"	"136918782"	"16654386"
"6140"	"chr9"	"139683132"	"139688132"	"16662182"
"6141"	"chr9"	"139688116"	"139700158"	"16662494"
"6142"	"chr9"	"139833529"	"139842601"	"16662864"
"6143"	"chr9"	"139882812"	"139887812"	"16663417"
"6144"	"chr9"	"139882812"	"139887812"	"16663427"
"6145"	"chr9"	"139882812"	"139887812"	"16663430"
"6146"	"chr9"	"139882812"	"139887812"	"16663431"
"6147"	"chr9"	"139882812"	"139887812"	"16663432"
"6148"	"chr9"	"139882812"	"139887812"	"16663433"
"6149"	"chr9"	"139882812"	"139887812"	"16663434"
"6150"	"chr9"	"139977837"	"139990294"	"16663862"
"6151"	"chrX"	"3623609"	"3633274"	"16666619"
"6152"	"chrX"	"3623609"	"3633274"	"16666622"
"6153"	"chrX"	"3623609"	"3633274"	"16666624"
"6154"	"chrX"	"13585200"	"13590200"	"16676069"
"6155"	"chrX"	"15482824"	"15488408"	"16679002"
"6156"	"chrX"	"23925417"	"23930417"	"16688067"
"6157"	"chrX"	"47018178"	"47050663"	"16701982"
"6158"	"chrX"	"47018178"	"47050663"	"16701983"
"6159"	"chrX"	"47018178"	"47050663"	"16701986"
"6160"	"chrX"	"47694196"	"47699196"	"16704506"
"6161"	"chrX"	"48321100"	"48331694"	"16704922"
"6162"	"chrX"	"48750506"	"48760361"	"16706926"
"6163"	"chrX"	"53451043"	"53462612"	"16712625"
"6164"	"chrX"	"55022814"	"55027814"	"16716052"
"6165"	"chrX"	"55022814"	"55027814"	"16716054"
"6166"	"chrX"	"69501826"	"69506826"	"16728051"
"6167"	"chrX"	"69501826"	"69506826"	"16728054"
"6168"	"chrX"	"69501826"	"69506826"	"16728077"
"6169"	"chrX"	"70419451"	"70442733"	"16733084"
"6170"	"chrX"	"70752892"	"70757892"	"16735398"
"6171"	"chrX"	"70752892"	"70757892"	"16735401"
"6172"	"chrX"	"70752892"	"70757892"	"16735405"
"6173"	"chrX"	"103064385"	"103069385"	"16770391"
"6174"	"chrX"	"117955221"	"117960221"	"16789991"
"6175"	"chrX"	"117955221"	"117960221"	"16790035"
"6176"	"chrX"	"117955221"	"117960221"	"16790036"
"6177"	"chrX"	"129020000"	"129040572"	"16797607"
"6178"	"chr1"	"1069046"	"1083958"	"16821983"
"6179"	"chr1"	"1109733"	"1122642"	"16821984"
"6180"	"chr1"	"1206874"	"1212438"	"16821985"
"6181"	"chr1"	"1533887"	"1545982"	"16822484"
"6182"	"chr1"	"1545983"	"1552729"	"16822485"
"6183"	"chr1"	"3562579"	"3567579"	"16823336"
"6184"	"chr1"	"3686935"	"3691935"	"16823389"
"6185"	"chr1"	"6100385"	"6105385"	"16823866"
"6186"	"chr1"	"6220817"	"6245036"	"16823868"
"6187"	"chr1"	"6258535"	"6274327"	"16823870"
"6188"	"chr1"	"6297167"	"6308873"	"16823873"
"6189"	"chr1"	"6255774"	"6260774"	"16824073"
"6190"	"chr1"	"6597457"	"6614861"	"16824614"
"6191"	"chr1"	"6683494"	"6688494"	"16824877"
"6192"	"chr1"	"8008116"	"8036091"	"16825570"
"6193"	"chr1"	"8375879"	"8381244"	"16825674"
"6194"	"chr1"	"8379494"	"8384494"	"16825734"
"6195"	"chr1"	"8873994"	"8880232"	"16826027"
"6196"	"chr1"	"8860411"	"8873993"	"16826104"
"6197"	"chr1"	"9144548"	"9149548"	"16826358"
"6198"	"chr1"	"9147086"	"9152086"	"16826359"
"6199"	"chr1"	"9147086"	"9152086"	"16826441"
"6200"	"chr1"	"10844387"	"10859919"	"16827482"
"6201"	"chr1"	"10844387"	"10859919"	"16827551"
"6202"	"chr1"	"10844387"	"10859919"	"16827592"
"6203"	"chr1"	"11327981"	"11338704"	"16828128"
"6204"	"chr1"	"11327981"	"11338704"	"16828252"
"6205"	"chr1"	"11722754"	"11727775"	"16828356"
"6206"	"chr1"	"11792893"	"11797893"	"16828594"
"6207"	"chr1"	"11792893"	"11797893"	"16828605"
"6208"	"chr1"	"11856824"	"11864903"	"16828807"
"6209"	"chr1"	"12034073"	"12041913"	"16828818"
"6210"	"chr1"	"11884143"	"11901355"	"16828911"
"6211"	"chr1"	"11919004"	"11924004"	"16829043"
"6212"	"chr1"	"12034073"	"12041913"	"16829046"
"6213"	"chr1"	"12065739"	"12080397"	"16829320"
"6214"	"chr1"	"12080398"	"12086799"	"16829367"
"6215"	"chr1"	"16331358"	"16347268"	"16830809"
"6216"	"chr1"	"16538156"	"16543156"	"16831073"
"6217"	"chr1"	"16555003"	"16560581"	"16831075"
"6218"	"chr1"	"17572064"	"17577064"	"16831525"
"6219"	"chr1"	"18805784"	"18810784"	"16831995"
"6220"	"chr1"	"19968103"	"19975462"	"16832729"
"6221"	"chr1"	"19968103"	"19975462"	"16832780"
"6222"	"chr1"	"19968103"	"19975462"	"16832946"
"6223"	"chr1"	"19968103"	"19975462"	"16832989"
"6224"	"chr1"	"20021925"	"20032134"	"16833196"
"6225"	"chr1"	"20141492"	"20146492"	"16833433"
"6226"	"chr1"	"20141492"	"20146492"	"16833480"
"6227"	"chr1"	"20815186"	"20837976"	"16833810"
"6228"	"chr1"	"20809456"	"20815185"	"16834187"
"6229"	"chr1"	"20815186"	"20837976"	"16834188"
"6230"	"chr1"	"20809456"	"20815185"	"16834266"
"6231"	"chr1"	"20815186"	"20837976"	"16834267"
"6232"	"chr1"	"20957328"	"20968124"	"16834502"
"6233"	"chr1"	"20913080"	"20918080"	"16834558"
"6234"	"chr1"	"20957328"	"20968124"	"16834630"
"6235"	"chr1"	"23283163"	"23292199"	"16835462"
"6236"	"chr1"	"23805982"	"23815187"	"16836030"
"6237"	"chr1"	"23857894"	"23862894"	"16836258"
"6238"	"chr1"	"24469097"	"24474112"	"16837248"
"6239"	"chr1"	"24644832"	"24657261"	"16837451"
"6240"	"chr1"	"26122880"	"26129426"	"16838186"
"6241"	"chr1"	"25874761"	"25880030"	"16838252"
"6242"	"chr1"	"26122880"	"26129426"	"16838260"
"6243"	"chr1"	"25938885"	"25949721"	"16838296"
"6244"	"chr1"	"26122880"	"26129426"	"16838301"
"6245"	"chr1"	"26122880"	"26129426"	"16838362"
"6246"	"chr1"	"26122880"	"26129426"	"16838377"
"6247"	"chr1"	"26122880"	"26129426"	"16838502"
"6248"	"chr1"	"26122880"	"26129426"	"16838616"
"6249"	"chr1"	"26122880"	"26129426"	"16838635"
"6250"	"chr1"	"26122880"	"26129426"	"16838680"
"6251"	"chr1"	"26122880"	"26129426"	"16838696"
"6252"	"chr1"	"26122880"	"26129426"	"16838757"
"6253"	"chr1"	"26386211"	"26397146"	"16839608"
"6254"	"chr1"	"26396518"	"26401518"	"16839609"
"6255"	"chr1"	"26432728"	"26437728"	"16839610"
"6256"	"chr1"	"26600298"	"26605298"	"16839622"
"6257"	"chr1"	"26494928"	"26499928"	"16839933"
"6258"	"chr1"	"26554159"	"26561529"	"16840165"
"6259"	"chr1"	"26559730"	"26564730"	"16840166"
"6260"	"chr1"	"26796595"	"26803799"	"16840753"
"6261"	"chr1"	"26855141"	"26864507"	"16840982"
"6262"	"chr1"	"27111593"	"27116593"	"16841174"
"6263"	"chr1"	"27147799"	"27154952"	"16841177"
"6264"	"chr1"	"27323391"	"27353252"	"16841915"
"6265"	"chr1"	"27558484"	"27563484"	"16842191"
"6266"	"chr1"	"27558484"	"27563484"	"16842257"
"6267"	"chr1"	"27814873"	"27820359"	"16842606"
"6268"	"chr1"	"27927550"	"27932550"	"16842608"
"6269"	"chr1"	"28100137"	"28108215"	"16843152"
"6270"	"chr1"	"31754775"	"31765333"	"16844777"
"6271"	"chr1"	"32477732"	"32487096"	"16845572"
"6272"	"chr1"	"32668722"	"32673722"	"16845925"
"6273"	"chr1"	"33270220"	"33275220"	"16846610"
"6274"	"chr1"	"35323932"	"35328932"	"16848229"
"6275"	"chr1"	"35732372"	"35737372"	"16848668"
"6276"	"chr1"	"35732372"	"35737372"	"16848701"
"6277"	"chr1"	"36182103"	"36187103"	"16849010"
"6278"	"chr1"	"36920937"	"36926609"	"16849570"
"6279"	"chr1"	"37944376"	"37955908"	"16850421"
"6280"	"chr1"	"38156095"	"38161095"	"16850627"
"6281"	"chr1"	"38060086"	"38065086"	"16850769"
"6282"	"chr1"	"38097439"	"38121075"	"16850770"
"6283"	"chr1"	"38153091"	"38158091"	"16850771"
"6284"	"chr1"	"38156095"	"38161095"	"16850772"
"6285"	"chr1"	"38258595"	"38264835"	"16851049"
"6286"	"chr1"	"38269910"	"38276064"	"16851051"
"6287"	"chr1"	"39448021"	"39458157"	"16851836"
"6288"	"chr1"	"39448021"	"39458157"	"16851877"
"6289"	"chr1"	"40104515"	"40112348"	"16852232"
"6290"	"chr1"	"40415345"	"40422801"	"16852699"
"6291"	"chr1"	"40415345"	"40422801"	"16852784"
"6292"	"chr1"	"40493568"	"40511069"	"16852786"
"6293"	"chr1"	"40992304"	"40997304"	"16853621"
"6294"	"chr1"	"40994817"	"40999817"	"16853622"
"6295"	"chr1"	"41321701"	"41332672"	"16853629"
"6296"	"chr1"	"43850167"	"43855391"	"16855658"
"6297"	"chr1"	"44128220"	"44133220"	"16855974"
"6298"	"chr1"	"44405566"	"44414259"	"16856152"
"6299"	"chr1"	"44412764"	"44417764"	"16856221"
"6300"	"chr1"	"44419425"	"44425067"	"16856222"
"6301"	"chr1"	"44425068"	"44437550"	"16856223"
"6302"	"chr1"	"44438335"	"44443335"	"16856225"
"6303"	"chr1"	"44441553"	"44456606"	"16856226"
"6304"	"chr1"	"45264674"	"45275508"	"16856919"
"6305"	"chr1"	"45799354"	"45805322"	"16857147"
"6306"	"chr1"	"45953789"	"45958789"	"16857150"
"6307"	"chr1"	"46012310"	"46017310"	"16857409"
"6308"	"chr1"	"46012310"	"46017310"	"16857452"
"6309"	"chr1"	"46683509"	"46688509"	"16857469"
"6310"	"chr1"	"46636318"	"46641318"	"16857878"
"6311"	"chr1"	"46683509"	"46688509"	"16857902"
"6312"	"chr1"	"46683509"	"46688509"	"16858019"
"6313"	"chr1"	"46972929"	"46978411"	"16858316"
"6314"	"chr1"	"47132984"	"47137984"	"16858467"
"6315"	"chr1"	"47183266"	"47194316"	"16858585"
"6316"	"chr1"	"47183266"	"47194316"	"16858604"
"6317"	"chr1"	"53010298"	"53033318"	"16860266"
"6318"	"chr1"	"53058961"	"53070336"	"16860269"
"6319"	"chr1"	"53085455"	"53103647"	"16860271"
"6320"	"chr1"	"54875261"	"54880261"	"16861419"
"6321"	"chr1"	"55226356"	"55234435"	"16861422"
"6322"	"chr1"	"54692400"	"54702611"	"16861441"
"6323"	"chr1"	"55226356"	"55234435"	"16861842"
"6324"	"chr1"	"55348935"	"55354709"	"16861908"
"6325"	"chr1"	"55348935"	"55354709"	"16861936"
"6326"	"chr1"	"55458364"	"55468260"	"16862052"
"6327"	"chr1"	"60281162"	"60286162"	"16863113"
"6328"	"chr1"	"61329428"	"61334428"	"16863389"
"6329"	"chr1"	"62896775"	"62901775"	"16863737"
"6330"	"chr1"	"62896775"	"62901775"	"16863792"
"6331"	"chr1"	"63152128"	"63157128"	"16864125"
"6332"	"chr1"	"63149424"	"63154424"	"16864283"
"6333"	"chr1"	"63152128"	"63157128"	"16864313"
"6334"	"chr1"	"67695072"	"67706175"	"16866467"
"6335"	"chr1"	"67695072"	"67706175"	"16866492"
"6336"	"chr1"	"67695072"	"67706175"	"16866521"
"6337"	"chr1"	"68696452"	"68707494"	"16866992"
"6338"	"chr1"	"79077043"	"79086626"	"16868089"
"6339"	"chr1"	"79113831"	"79118831"	"16868092"
"6340"	"chr1"	"84864385"	"84869385"	"16868605"
"6341"	"chr1"	"84868753"	"84875279"	"16868606"
"6342"	"chr1"	"85977822"	"85990369"	"16869114"
"6343"	"chr1"	"86038182"	"86045764"	"16869118"
"6344"	"chr1"	"86044936"	"86049936"	"16869119"
"6345"	"chr1"	"86049109"	"86060796"	"16869120"
"6346"	"chr1"	"86169654"	"86174654"	"16869121"
"6347"	"chr1"	"86171185"	"86176185"	"16869122"
"6348"	"chr1"	"86044936"	"86049936"	"16869164"
"6349"	"chr1"	"87789808"	"87794808"	"16869838"
"6350"	"chr1"	"93424087"	"93429087"	"16871187"
"6351"	"chr1"	"95055025"	"95062940"	"16871834"
"6352"	"chr1"	"95538716"	"95543716"	"16872024"
"6353"	"chr1"	"95698444"	"95703444"	"16872116"
"6354"	"chr1"	"95698444"	"95703444"	"16872144"
"6355"	"chr1"	"109225380"	"109237643"	"16874013"
"6356"	"chr1"	"109629792"	"109634792"	"16874732"
"6357"	"chr1"	"109631846"	"109636846"	"16874733"
"6358"	"chr1"	"109931293"	"109941567"	"16875261"
"6359"	"chr1"	"109939609"	"109944609"	"16875262"
"6360"	"chr1"	"110022879"	"110029212"	"16875270"
"6361"	"chr1"	"110033210"	"110038210"	"16875272"
"6362"	"chr1"	"110079441"	"110084441"	"16875277"
"6363"	"chr1"	"110022879"	"110029212"	"16875553"
"6364"	"chr1"	"110033210"	"110038210"	"16875555"
"6365"	"chr1"	"110022879"	"110029212"	"16875619"
"6366"	"chr1"	"110030352"	"110035352"	"16875620"
"6367"	"chr1"	"110033210"	"110038210"	"16875621"
"6368"	"chr1"	"110022879"	"110029212"	"16875671"
"6369"	"chr1"	"110022879"	"110029212"	"16875695"
"6370"	"chr1"	"110079441"	"110084441"	"16876005"
"6371"	"chr1"	"110522706"	"110534653"	"16876350"
"6372"	"chr1"	"110943765"	"110952217"	"16876753"
"6373"	"chr1"	"110992452"	"110997452"	"16876756"
"6374"	"chr1"	"110943765"	"110952217"	"16876808"
"6375"	"chr1"	"111171722"	"111176722"	"16876994"
"6376"	"chr1"	"112294296"	"112300306"	"16877523"
"6377"	"chr1"	"112294296"	"112300306"	"16877666"
"6378"	"chr1"	"112294296"	"112300306"	"16877781"
"6379"	"chr1"	"112529962"	"112535367"	"16877907"
"6380"	"chr1"	"114296018"	"114309992"	"16878564"
"6381"	"chr1"	"115124670"	"115129670"	"16879463"
"6382"	"chr1"	"116513092"	"116520426"	"16880173"
"6383"	"chr1"	"116518884"	"116523884"	"16880206"
"6384"	"chr1"	"117037414"	"117042414"	"16880523"
"6385"	"chr1"	"117538952"	"117543952"	"16880937"
"6386"	"chr1"	"117541168"	"117546168"	"16880938"
"6387"	"chr1"	"117599045"	"117604045"	"16880940"
"6388"	"chr1"	"117904560"	"117911575"	"16881075"
"6389"	"chr1"	"117904560"	"117911575"	"16881122"
"6390"	"chr1"	"120353123"	"120358399"	"16881448"
"6391"	"chr1"	"120353123"	"120358399"	"16881465"
"6392"	"chr1"	"145070982"	"145075982"	"16881524"
"6393"	"chr1"	"145073332"	"145078332"	"16881525"
"6394"	"chr1"	"145076155"	"145081155"	"16881526"
"6395"	"chr1"	"145070982"	"145075982"	"16881654"
"6396"	"chr1"	"145073332"	"145078332"	"16881655"
"6397"	"chr1"	"145413460"	"145426145"	"16881657"
"6398"	"chr1"	"145451473"	"145470528"	"16882095"
"6399"	"chr1"	"145512526"	"145517526"	"16882100"
"6400"	"chr1"	"145583112"	"145588112"	"16882107"
"6401"	"chr1"	"145588789"	"145593789"	"16882109"
"6402"	"chr1"	"145512526"	"145517526"	"16882318"
"6403"	"chr1"	"145583112"	"145588112"	"16882433"
"6404"	"chr1"	"145569758"	"145575726"	"16882495"
"6405"	"chr1"	"147078726"	"147083866"	"16882849"
"6406"	"chr1"	"149901802"	"149907730"	"16883269"
"6407"	"chr1"	"149901802"	"149907730"	"16883318"
"6408"	"chr1"	"149907731"	"149919378"	"16883319"
"6409"	"chr1"	"149978680"	"149983680"	"16883321"
"6410"	"chr1"	"150035168"	"150040168"	"16883324"
"6411"	"chr1"	"150036805"	"150041805"	"16883325"
"6412"	"chr1"	"150035168"	"150040168"	"16883522"
"6413"	"chr1"	"150036805"	"150041805"	"16883523"
"6414"	"chr1"	"150113719"	"150130464"	"16883524"
"6415"	"chr1"	"150036805"	"150041805"	"16883587"
"6416"	"chr1"	"151123599"	"151128599"	"16885419"
"6417"	"chr1"	"151123599"	"151128599"	"16885624"
"6418"	"chr1"	"151125993"	"151130993"	"16885625"
"6419"	"chr1"	"151219410"	"151234036"	"16886379"
"6420"	"chr1"	"151234037"	"151239921"	"16886380"
"6421"	"chr1"	"151808596"	"151813596"	"16888233"
"6422"	"chr1"	"151961126"	"151966126"	"16888662"
"6423"	"chr1"	"151964788"	"151970527"	"16888663"
